1,0.8077,0.58162,0.49166,0.46872,0.12821,0.62925,0.046436,0.50522,0.19007,0.75104,0.45831,0.72927,0.48002,0.44678,0.86227,0.70212,0.51695,0.48413,0.21841,0.38615,0.36039,0.35157,0.76336,0.5475,0.6443,0.22999,0.72137,0.68626,0.7188,0.64104,0.1339,0.65834,0.33689,0.52164,0.55332,0.80491,0.39839,0.5879,0.76328,0.76529,0.4908,0.81541,0.40156,0.73409,0.13225,0.80068,0.30887,0.69764,0.85931,0.80068,0.53008,0.45186,0.39453,0.64109,0.39017,0.49317,0.41542,0.51622,0.077848,0.56841,0.40206,0.85367,0.79937,0.51827,0.5715,0.68083,0.2599,0.19583,0.47056,0.48912,0.70585,0.18408,0.30786,0.50884,0.26538,0.51695,0.6071,0.22277,0.86932,0.82951,0.80936,0.1747,0.38984,0.29307,0.45936,0.60864,0.38781,0.59711,0.41353,0.59241,0.069558,0.85482,0.72288,0.93096,0.76479,0.72573,0.70232,0.56377,0.38894
0.8077,1,0.77376,0.68237,0.39381,0.13161,0.75116,0.051863,0.56637,0.28146,0.90216,0.51157,0.62139,0.59647,0.58473,0.67009,0.57492,0.37541,0.57083,0.24017,0.26971,0.50019,0.34004,0.57121,0.66798,0.57391,0.36401,0.53026,0.7981,0.84137,0.62443,0.10257,0.55693,0.38794,0.46339,0.37495,0.8837,0.44209,0.77538,0.59817,0.93981,0.50271,0.90355,0.54227,0.60357,0.15494,0.97804,0.48407,0.54609,0.89907,0.61637,0.69845,0.59763,0.33952,0.82957,0.57625,0.55196,0.58645,0.60036,0.093308,0.42336,0.43727,0.94954,0.82973,0.67321,0.51603,0.70303,0.2188,0.1782,0.36056,0.60773,0.69196,0.1915,0.38249,0.37514,0.20967,0.68864,0.6651,0.39033,0.92296,0.80721,0.83249,0.33254,0.57579,0.20342,0.6297,0.69185,0.57375,0.64113,0.47164,0.75673,0.10333,0.71911,0.7825,0.73869,0.77059,0.87201,0.74979,0.46795,0.50609
0.58162,0.77376,1,0.90424,0.25897,0.094529,0.7509,0.021467,0.54715,0.34431,0.78812,0.49362,0.43986,0.65066,0.681,0.44425,0.38622,0.18788,0.58514,0.21686,0.10647,0.61588,0.27094,0.34551,0.70619,0.4239,0.48512,0.30555,0.74956,0.77065,0.50901,0.028907,0.38662,0.38567,0.33668,0.16043,0.71337,0.42356,0.94389,0.38682,0.80868,0.43844,0.72227,0.65271,0.41056,0.13878,0.77742,0.67417,0.34457,0.69716,0.395,0.83147,0.70661,0.22703,0.92769,0.78784,0.53293,0.75618,0.60351,0.072338,0.23143,0.40921,0.72529,0.66185,0.78005,0.38559,0.60078,0.12839,0.11495,0.19839,0.66256,0.56167,0.15517,0.41176,0.19357,0.10516,0.83581,0.61434,0.57013,0.70586,0.62928,0.65831,0.49736,0.78702,0.066838,0.78967,0.66306,0.78505,0.58174,0.46666,0.84481,0.1036,0.51211,0.66418,0.5127,0.61343,0.80257,0.65303,0.30987,0.58097
0.49166,0.68237,0.90424,1,0.21618,0.096342,0.72338,0.027397,0.5392,0.38268,0.69259,0.48987,0.3737,0.66576,0.71398,0.35522,0.31821,0.1232,0.58855,0.2218,0.053909,0.66587,0.25515,0.25696,0.70534,0.37063,0.54493,0.21847,0.70353,0.71231,0.46545,0.016345,0.32628,0.39409,0.29532,0.081771,0.61764,0.42335,0.89951,0.30833,0.7242,0.41849,0.62655,0.69665,0.34026,0.14856,0.68401,0.76049,0.27143,0.61488,0.31052,0.85237,0.74314,0.19428,0.84982,0.88146,0.52611,0.82424,0.60024,0.081384,0.16418,0.40562,0.63282,0.56651,0.80042,0.34127,0.55602,0.10698,0.10529,0.14504,0.67646,0.50971,0.15606,0.43279,0.1316,0.078183,0.86611,0.58759,0.6545,0.61914,0.55754,0.56278,0.5768,0.88049,0.026613,0.84477,0.6394,0.87861,0.55462,0.47004,0.82854,0.12105,0.43393,0.57257,0.42317,0.51922,0.73576,0.60531,0.25629,0.61309
0.46872,0.39381,0.25897,0.21618,1,0.57869,0.49213,0.50398,0.621,0.39607,0.29667,0.63452,0.73748,0.47485,0.40153,0.49083,0.74446,0.76286,0.55328,0.60673,0.81415,0.35096,0.77626,0.48442,0.48353,0.81849,0.28827,0.50074,0.50859,0.48691,0.7497,0.64287,0.80639,0.59864,0.92053,0.57831,0.31023,0.64438,0.30407,0.63599,0.41131,0.74619,0.3287,0.37073,0.71645,0.53937,0.37267,0.18246,0.699,0.49153,0.55841,0.34762,0.3805,0.90745,0.3293,0.18053,0.62568,0.27315,0.56569,0.51083,0.75139,0.6689,0.40099,0.28191,0.38357,0.87329,0.65796,0.77142,0.67699,0.87917,0.47212,0.69406,0.61549,0.51752,0.79417,0.79232,0.32959,0.62217,0.1549,0.45984,0.58513,0.29079,0.16056,0.18121,0.80723,0.30246,0.5705,0.17979,0.65339,0.60994,0.38722,0.46253,0.61183,0.20875,0.48297,0.2373,0.45084,0.60594,0.8933,0.43544
0.12821,0.13161,0.094529,0.096342,0.57869,1,0.33791,0.91822,0.54625,0.59997,0.038508,0.60075,0.36081,0.42986,0.37123,0.10716,0.34522,0.34857,0.50697,0.8729,0.46076,0.37668,0.77458,0.079841,0.38685,0.46401,0.40115,0.089115,0.3166,0.27692,0.48634,0.84094,0.41472,0.70052,0.57516,0.15838,0.022464,0.6709,0.15008,0.23457,0.17379,0.62806,0.043045,0.36876,0.324,0.91214,0.11,0.18216,0.28784,0.20688,0.1604,0.24369,0.34141,0.67,0.14849,0.11823,0.56079,0.22917,0.49094,0.92841,0.33078,0.68464,0.1166,-0.021307,0.29589,0.53837,0.42574,0.78104,0.89146,0.47484,0.41958,0.41877,0.93915,0.64135,0.38101,0.72498,0.23017,0.46167,0.20925,0.17298,0.28751,-0.014622,0.25706,0.11944,0.58061,0.23605,0.42232,0.1189,0.48907,0.62602,0.24941,0.85195,0.25148,-0.082984,0.119,-0.076036,0.23753,0.38175,0.47915,0.46073
0.62925,0.75116,0.7509,0.72338,0.49213,0.33791,1,0.2624,0.79141,0.53009,0.67735,0.73603,0.62036,0.84425,0.81729,0.51667,0.5632,0.37963,0.81406,0.4569,0.32547,0.73106,0.52002,0.42911,0.91546,0.6383,0.60005,0.40157,0.94293,0.90597,0.73969,0.27787,0.58554,0.6191,0.57145,0.30587,0.63555,0.66469,0.80338,0.52404,0.80866,0.68748,0.65493,0.77191,0.57879,0.37539,0.73381,0.64608,0.50559,0.76809,0.50136,0.85095,0.81945,0.47022,0.8103,0.68035,0.77672,0.75249,0.84007,0.31031,0.41522,0.6532,0.71334,0.58089,0.8706,0.6162,0.82729,0.37684,0.36334,0.41542,0.85497,0.77457,0.39876,0.62631,0.39216,0.35165,0.83274,0.86241,0.57777,0.74673,0.77007,0.58375,0.54033,0.68079,0.30319,0.79185,0.91216,0.67913,0.82945,0.70304,0.89482,0.33242,0.64098,0.53977,0.57392,0.52176,0.87887,0.86955,0.52539,0.75274
0.046436,0.051863,0.021467,0.027397,0.50398,0.91822,0.2624,1,0.47099,0.56325,-0.04061,0.52622,0.28012,0.36163,0.30652,0.026141,0.26587,0.27823,0.43574,0.8046,0.39881,0.31906,0.69313,0.0003476,0.31487,0.38313,0.35689,0.010664,0.23898,0.19874,0.40465,0.81132,0.33516,0.6333,0.49585,0.08629,-0.057959,0.59727,0.077294,0.15504,0.094999,0.5474,-0.037356,0.30764,0.24403,0.87502,0.030327,0.12617,0.20968,0.12596,0.080393,0.17409,0.27653,0.59624,0.073564,0.055321,0.48568,0.16643,0.41776,0.93905,0.2577,0.60889,0.036009,-0.10219,0.22687,0.45776,0.34506,0.7183,0.82574,0.40508,0.3509,0.3372,0.86023,0.58382,0.31072,0.66756,0.16126,0.38343,0.16097,0.092116,0.20602,-0.095592,0.2148,0.056583,0.52656,0.17054,0.34561,0.056152,0.41006,0.55468,0.17663,0.85693,0.16995,-0.16329,0.037379,-0.15715,0.15955,0.30179,0.4023,0.39974
0.50522,0.56637,0.54715,0.5392,0.621,0.54625,0.79141,0.47099,1,0.67998,0.48007,0.94414,0.62722,0.85004,0.77664,0.43026,0.57786,0.44138,0.93225,0.6653,0.4367,0.72967,0.71489,0.36357,0.83377,0.69903,0.65081,0.35016,0.76403,0.72173,0.80465,0.47712,0.62956,0.82157,0.69542,0.31432,0.45128,0.87279,0.60216,0.49678,0.61613,0.86786,0.47176,0.74921,0.57831,0.58291,0.54599,0.55726,0.5093,0.62063,0.44656,0.68583,0.75231,0.63044,0.60223,0.53548,0.98521,0.63875,0.93735,0.51842,0.46165,0.86161,0.5406,0.40104,0.7337,0.72075,0.82081,0.56387,0.56558,0.5162,0.84484,0.7764,0.60707,0.80244,0.46325,0.52895,0.67,0.89685,0.53383,0.58962,0.67525,0.40592,0.5349,0.53643,0.45178,0.65996,0.87254,0.53535,0.90615,0.90487,0.70097,0.53602,0.58008,0.34893,0.4697,0.34283,0.68406,0.80121,0.61066,0.81103
0.19007,0.28146,0.34431,0.38268,0.39607,0.59997,0.53009,0.56325,0.67998,1,0.21038,0.71478,0.3175,0.6812,0.66322,0.11024,0.27376,0.17362,0.70483,0.70885,0.2176,0.71394,0.59699,0.044964,0.61117,0.40399,0.78983,0.033888,0.48164,0.43908,0.49548,0.45589,0.33419,0.79713,0.44849,0.019674,0.16565,0.74358,0.39816,0.18309,0.33881,0.6251,0.1851,0.68602,0.26898,0.68311,0.2639,0.53906,0.20468,0.31515,0.12858,0.51273,0.63648,0.45151,0.37313,0.44386,0.68952,0.54952,0.67297,0.6242,0.18155,0.72263,0.24622,0.11123,0.56391,0.45002,0.50102,0.46952,0.54133,0.27591,0.66921,0.45732,0.64023,0.87032,0.2011,0.41308,0.50645,0.58195,0.59121,0.2874,0.35823,0.11439,0.65087,0.44528,0.28627,0.53777,0.57892,0.44541,0.58618,0.75796,0.48732,0.69536,0.26028,0.071021,0.15085,0.052087,0.40897,0.48765,0.34368,0.76288
